day,month,year,hour,VALOR_LECTURA,holiday
5,1,2021,5,2.3,False
5,1,2021,6,2.0,False
5,1,2021,7,0.8,False
5,1,2021,8,1.15,False
5,1,2021,9,0.1,False
5,1,2021,10,0.1,False
5,1,2021,11,0.0,False
5,1,2021,12,0.0,False
5,1,2021,13,0.0,False
5,1,2021,14,0.0,False
5,1,2021,15,0.0,False
5,1,2021,16,0.0,False
5,1,2021,17,0.0,False
5,1,2021,18,0.0,False
5,1,2021,19,0.0,False
5,1,2021,20,0.0,False
5,1,2021,21,0.0,False
5,1,2021,22,0.0,False
5,1,2021,23,0.0,False
6,1,2021,0,0.0,True
6,1,2021,1,0.0,True
6,1,2021,2,0.0,True
6,1,2021,3,0.0,True
6,1,2021,4,0.0,True
6,1,2021,5,0.0,True
6,1,2021,6,0.0,True
6,1,2021,7,0.0,True
6,1,2021,8,0.0,True
6,1,2021,9,0.0,True
6,1,2021,10,0.0,True
6,1,2021,11,0.0,True
6,1,2021,12,0.0,True
6,1,2021,13,0.0,True
6,1,2021,14,0.0,True
6,1,2021,15,0.55,True
6,1,2021,16,0.25,True
6,1,2021,17,0.0,True
6,1,2021,18,0.0,True
6,1,2021,19,0.0,True
6,1,2021,20,0.0,True
6,1,2021,21,0.0,True
6,1,2021,22,0.0,True
6,1,2021,23,0.0,True
7,1,2021,0,0.0,False
7,1,2021,1,0.0,False
7,1,2021,2,0.0,False
7,1,2021,3,0.0,False
7,1,2021,4,0.0,False
7,1,2021,5,0.0,False
7,1,2021,6,0.0,False
7,1,2021,7,0.0,False
7,1,2021,8,0.0,False
7,1,2021,9,0.0,False
7,1,2021,10,0.0,False
7,1,2021,11,0.0,False
7,1,2021,12,0.0,False
7,1,2021,13,0.0,False
7,1,2021,14,0.0,False
7,1,2021,15,0.0,False
7,1,2021,16,0.0,False
7,1,2021,17,0.0,False
7,1,2021,18,0.0,False
7,1,2021,19,0.0,False
7,1,2021,20,0.0,False
7,1,2021,21,0.0,False
7,1,2021,22,0.0,False
7,1,2021,23,0.0,False
8,1,2021,0,0.0,False
8,1,2021,1,0.0,False
8,1,2021,2,0.0,False
8,1,2021,3,0.0,False
8,1,2021,4,0.0,False
8,1,2021,5,0.0,False
8,1,2021,6,0.0,False
8,1,2021,7,0.0,False
8,1,2021,8,0.0,False
8,1,2021,9,0.0,False
8,1,2021,10,0.0,False
8,1,2021,11,0.0,False
8,1,2021,12,0.0,False
8,1,2021,13,0.0,False
8,1,2021,14,0.0,False
8,1,2021,15,0.0,False
8,1,2021,16,0.0,False
8,1,2021,17,0.0,False
8,1,2021,18,0.0,False
8,1,2021,19,0.0,False
8,1,2021,20,0.0,False
8,1,2021,21,0.0,False
8,1,2021,22,0.0,False
8,1,2021,23,0.0,False
9,1,2021,0,0.0,False
9,1,2021,1,0.0,False
9,1,2021,2,0.0,False
9,1,2021,3,0.0,False
9,1,2021,4,0.0,False
9,1,2021,5,0.0,False
9,1,2021,6,0.0,False
9,1,2021,7,0.0,False
9,1,2021,8,0.0,False
9,1,2021,9,0.0,False
9,1,2021,10,0.0,False
9,1,2021,11,0.0,False
9,1,2021,12,0.2,False
9,1,2021,13,0.0,False
9,1,2021,14,0.0,False
9,1,2021,15,0.0,False
9,1,2021,16,0.0,False
9,1,2021,17,0.0,False
9,1,2021,18,0.0,False
9,1,2021,19,0.0,False
9,1,2021,20,0.0,False
9,1,2021,21,0.0,False
9,1,2021,22,0.0,False
9,1,2021,23,0.0,False
10,1,2021,0,0.0,False
10,1,2021,1,0.0,False
10,1,2021,2,0.0,False
10,1,2021,3,0.0,False
10,1,2021,4,0.0,False
10,1,2021,5,0.0,False
10,1,2021,6,0.0,False
10,1,2021,7,0.0,False
10,1,2021,8,0.0,False
10,1,2021,9,0.0,False
10,1,2021,10,0.0,False
10,1,2021,11,0.0,False
10,1,2021,12,0.0,False
10,1,2021,13,0.0,False
10,1,2021,14,0.0,False
10,1,2021,15,0.0,False
10,1,2021,16,0.0,False
10,1,2021,17,0.0,False
10,1,2021,18,0.0,False
10,1,2021,19,0.0,False
10,1,2021,20,0.0,False
10,1,2021,21,0.0,False
10,1,2021,22,0.0,False
10,1,2021,23,0.0,False
11,1,2021,0,0.0,False
11,1,2021,1,0.0,False
11,1,2021,2,0.0,False
11,1,2021,3,0.25,False
11,1,2021,4,0.15000000000000002,False
11,1,2021,5,0.1,False
11,1,2021,6,0.5,False
11,1,2021,7,0.0,False
11,1,2021,8,0.0,False
11,1,2021,9,0.0,False
11,1,2021,10,0.0,False
11,1,2021,11,0.0,False
11,1,2021,12,0.0,False
11,1,2021,13,0.0,False
11,1,2021,14,0.0,False
11,1,2021,15,0.0,False
11,1,2021,16,0.0,False
11,1,2021,17,0.0,False
11,1,2021,18,0.0,False
11,1,2021,19,0.0,False
11,1,2021,20,0.0,False
11,1,2021,21,0.0,False
11,1,2021,22,0.0,False
11,1,2021,23,0.0,False
12,1,2021,0,0.0,False
12,1,2021,1,0.0,False
12,1,2021,2,0.0,False
12,1,2021,3,0.0,False
12,1,2021,4,0.0,False
12,1,2021,5,0.0,False
12,1,2021,6,0.0,False
12,1,2021,7,0.0,False
12,1,2021,8,0.0,False
12,1,2021,9,0.0,False
12,1,2021,10,0.0,False
12,1,2021,11,0.0,False
12,1,2021,12,0.0,False
12,1,2021,13,0.0,False
12,1,2021,14,0.0,False
12,1,2021,15,0.0,False
12,1,2021,16,0.0,False
12,1,2021,17,0.7,False
12,1,2021,18,0.15000000000000002,False
12,1,2021,19,0.0,False
12,1,2021,20,0.0,False
12,1,2021,21,0.0,False
12,1,2021,22,0.0,False
12,1,2021,23,0.0,False
13,1,2021,0,0.0,False
13,1,2021,1,0.0,False
13,1,2021,2,0.0,False
13,1,2021,3,0.0,False
13,1,2021,4,0.0,False
13,1,2021,5,0.0,False
13,1,2021,6,0.0,False
13,1,2021,7,0.0,False
13,1,2021,8,0.0,False
13,1,2021,9,0.0,False
13,1,2021,10,0.0,False
13,1,2021,11,0.0,False
13,1,2021,12,0.0,False
13,1,2021,13,0.0,False
13,1,2021,14,0.0,False
13,1,2021,15,0.0,False
13,1,2021,16,0.0,False
13,1,2021,17,0.0,False
13,1,2021,18,0.0,False
13,1,2021,19,0.0,False
13,1,2021,20,0.0,False
13,1,2021,21,0.0,False
13,1,2021,22,0.0,False
13,1,2021,23,0.0,False
14,1,2021,0,0.0,False
14,1,2021,1,0.0,False
14,1,2021,2,0.0,False
14,1,2021,3,0.0,False
14,1,2021,4,0.0,False
14,1,2021,5,0.0,False
14,1,2021,6,0.0,False
14,1,2021,7,0.0,False
14,1,2021,8,0.0,False
14,1,2021,9,0.0,False
14,1,2021,10,0.0,False
14,1,2021,11,0.0,False
14,1,2021,12,0.0,False
14,1,2021,13,0.0,False
14,1,2021,14,0.0,False
14,1,2021,15,0.0,False
14,1,2021,16,0.0,False
14,1,2021,17,0.0,False
14,1,2021,18,0.0,False
14,1,2021,19,0.0,False
14,1,2021,20,0.0,False
14,1,2021,21,0.0,False
14,1,2021,22,0.0,False
14,1,2021,23,0.0,False
15,1,2021,0,0.0,False
15,1,2021,1,0.0,False
15,1,2021,2,0.0,False
15,1,2021,3,0.0,False
15,1,2021,4,0.0,False
15,1,2021,5,0.0,False
15,1,2021,6,0.0,False
15,1,2021,7,0.0,False
15,1,2021,8,0.0,False
15,1,2021,9,0.0,False
15,1,2021,10,0.0,False
15,1,2021,11,0.0,False
15,1,2021,12,0.0,False
15,1,2021,13,0.0,False
15,1,2021,14,0.0,False
15,1,2021,15,0.0,False
15,1,2021,16,0.0,False
15,1,2021,17,0.0,False
15,1,2021,18,0.0,False
15,1,2021,19,0.0,False
15,1,2021,20,0.0,False
15,1,2021,21,0.0,False
15,1,2021,22,0.0,False
15,1,2021,23,0.0,False
16,1,2021,0,0.0,False
16,1,2021,1,0.0,False
16,1,2021,2,0.0,False
16,1,2021,3,0.0,False
16,1,2021,4,0.0,False
16,1,2021,5,0.0,False
16,1,2021,6,0.0,False
16,1,2021,7,0.0,False
16,1,2021,8,0.0,False
16,1,2021,9,0.0,False
16,1,2021,10,0.0,False
16,1,2021,11,0.0,False
16,1,2021,12,0.0,False
16,1,2021,13,0.0,False
16,1,2021,14,0.0,False
16,1,2021,15,0.0,False
16,1,2021,16,0.0,False
16,1,2021,17,0.0,False
16,1,2021,18,0.0,False
16,1,2021,19,0.0,False
16,1,2021,20,0.0,False
16,1,2021,21,0.0,False
16,1,2021,22,0.0,False
16,1,2021,23,0.0,False
17,1,2021,0,0.0,False
17,1,2021,1,0.0,False
17,1,2021,2,0.0,False
17,1,2021,3,0.0,False
17,1,2021,4,0.0,False
17,1,2021,5,0.0,False
17,1,2021,6,0.0,False
17,1,2021,7,0.0,False
17,1,2021,8,0.0,False
17,1,2021,9,0.0,False
17,1,2021,10,0.0,False
17,1,2021,11,0.0,False
17,1,2021,12,0.0,False
17,1,2021,13,0.0,False
17,1,2021,14,0.0,False
17,1,2021,15,0.0,False
17,1,2021,16,0.0,False
17,1,2021,17,0.0,False
17,1,2021,18,0.0,False
17,1,2021,19,0.0,False
17,1,2021,20,0.0,False
17,1,2021,21,0.0,False
17,1,2021,22,0.0,False
17,1,2021,23,0.0,False
18,1,2021,0,0.0,False
18,1,2021,1,0.0,False
18,1,2021,2,0.0,False
18,1,2021,3,0.0,False
18,1,2021,4,0.0,False
18,1,2021,5,0.0,False
18,1,2021,6,0.0,False
18,1,2021,7,0.0,False
18,1,2021,8,0.0,False
18,1,2021,9,0.0,False
18,1,2021,10,0.0,False
18,1,2021,11,0.0,False
18,1,2021,12,0.0,False
18,1,2021,13,0.0,False
18,1,2021,14,0.0,False
18,1,2021,15,0.0,False
18,1,2021,16,0.0,False
18,1,2021,17,0.0,False
18,1,2021,18,0.0,False
18,1,2021,19,0.0,False
18,1,2021,20,0.0,False
18,1,2021,21,0.0,False
18,1,2021,22,0.0,False
18,1,2021,23,0.0,False
19,1,2021,0,0.0,False
19,1,2021,1,0.0,False
19,1,2021,2,0.0,False
19,1,2021,3,0.0,False
19,1,2021,4,0.0,False
19,1,2021,5,0.0,False
19,1,2021,6,0.0,False
19,1,2021,7,0.0,False
19,1,2021,8,0.0,False
19,1,2021,9,0.0,False
19,1,2021,10,0.0,False
19,1,2021,11,0.0,False
19,1,2021,12,0.0,False
19,1,2021,13,0.0,False
19,1,2021,14,0.0,False
19,1,2021,15,0.0,False
19,1,2021,16,0.0,False
19,1,2021,17,0.0,False
19,1,2021,18,0.0,False
19,1,2021,19,0.0,False
19,1,2021,20,0.0,False
19,1,2021,21,0.0,False
19,1,2021,22,0.0,False
19,1,2021,23,0.0,False
20,1,2021,0,0.0,False
20,1,2021,1,0.0,False
20,1,2021,2,0.0,False
20,1,2021,3,0.0,False
20,1,2021,4,0.0,False
20,1,2021,5,0.0,False
20,1,2021,6,0.0,False
20,1,2021,7,0.0,False
20,1,2021,8,0.0,False
20,1,2021,9,0.0,False
20,1,2021,10,0.0,False
20,1,2021,11,0.0,False
20,1,2021,12,0.0,False
20,1,2021,13,0.0,False
20,1,2021,14,0.0,False
20,1,2021,15,0.0,False
20,1,2021,16,0.0,False
20,1,2021,17,0.0,False
20,1,2021,18,0.0,False
20,1,2021,19,0.0,False
20,1,2021,20,0.0,False
20,1,2021,21,0.0,False
20,1,2021,22,0.0,False
20,1,2021,23,0.0,False
21,1,2021,0,0.0,False
21,1,2021,1,0.0,False
21,1,2021,2,0.0,False
21,1,2021,3,0.0,False
21,1,2021,4,0.0,False
21,1,2021,5,0.0,False
21,1,2021,6,0.0,False
21,1,2021,7,0.0,False
21,1,2021,8,0.0,False
21,1,2021,9,0.0,False
21,1,2021,10,0.0,False
21,1,2021,11,0.0,False
21,1,2021,12,0.0,False
21,1,2021,13,0.0,False
21,1,2021,14,0.0,False
21,1,2021,15,0.0,False
21,1,2021,16,0.0,False
21,1,2021,17,0.0,False
21,1,2021,18,0.0,False
21,1,2021,19,0.0,False
21,1,2021,20,0.0,False
21,1,2021,21,0.0,False
21,1,2021,22,0.0,False
21,1,2021,23,0.0,False
22,1,2021,0,0.0,False
22,1,2021,1,0.0,False
22,1,2021,2,0.0,False
22,1,2021,3,0.0,False
22,1,2021,4,0.0,False
22,1,2021,5,0.0,False
22,1,2021,6,0.0,False
22,1,2021,7,0.0,False
22,1,2021,8,2.75,False
22,1,2021,9,0.9,False
22,1,2021,10,0.0,False
22,1,2021,11,0.0,False
22,1,2021,12,0.0,False
22,1,2021,13,0.0,False
22,1,2021,14,0.0,False
22,1,2021,15,0.0,False
22,1,2021,16,0.0,False
22,1,2021,17,0.0,False
22,1,2021,18,0.0,False
22,1,2021,19,0.0,False
22,1,2021,20,0.0,False
22,1,2021,21,0.0,False
22,1,2021,22,0.0,False
22,1,2021,23,0.0,False
23,1,2021,0,0.0,False
23,1,2021,1,0.0,False
23,1,2021,2,0.0,False
23,1,2021,3,0.0,False
23,1,2021,4,0.0,False
23,1,2021,5,0.0,False
23,1,2021,6,0.0,False
23,1,2021,7,0.0,False
23,1,2021,8,0.0,False
23,1,2021,9,0.0,False
23,1,2021,10,0.0,False
23,1,2021,11,0.0,False
23,1,2021,12,0.0,False
23,1,2021,13,0.0,False
23,1,2021,14,0.0,False
23,1,2021,15,0.0,False
23,1,2021,16,0.0,False
23,1,2021,17,0.0,False
23,1,2021,18,0.0,False
23,1,2021,19,0.0,False
23,1,2021,20,0.0,False
23,1,2021,21,0.0,False
23,1,2021,22,0.0,False
23,1,2021,23,0.0,False
24,1,2021,0,0.0,False
24,1,2021,1,0.0,False
24,1,2021,2,0.0,False
24,1,2021,3,0.0,False
24,1,2021,4,0.0,False
24,1,2021,5,0.0,False
24,1,2021,6,0.0,False
24,1,2021,7,0.0,False
24,1,2021,8,0.0,False
24,1,2021,9,0.0,False
24,1,2021,10,0.0,False
24,1,2021,11,0.0,False
24,1,2021,12,0.0,False
24,1,2021,13,0.0,False
24,1,2021,14,0.0,False
24,1,2021,15,0.0,False
24,1,2021,16,0.0,False
24,1,2021,17,0.0,False
24,1,2021,18,0.0,False
24,1,2021,19,0.0,False
24,1,2021,20,0.0,False
24,1,2021,21,0.0,False
24,1,2021,22,0.0,False
24,1,2021,23,0.0,False
25,1,2021,0,0.0,False
25,1,2021,1,0.0,False
25,1,2021,2,0.0,False
25,1,2021,3,0.0,False
25,1,2021,4,0.0,False
25,1,2021,5,0.0,False
25,1,2021,6,0.0,False
25,1,2021,7,0.0,False
25,1,2021,8,0.0,False
25,1,2021,9,0.0,False
25,1,2021,10,0.0,False
25,1,2021,11,0.0,False
25,1,2021,12,0.0,False
25,1,2021,13,0.0,False
25,1,2021,14,0.0,False
25,1,2021,15,0.0,False
25,1,2021,16,0.0,False
25,1,2021,17,0.0,False
25,1,2021,18,0.0,False
25,1,2021,19,0.0,False
25,1,2021,20,0.0,False
25,1,2021,21,0.0,False
25,1,2021,22,0.0,False
25,1,2021,23,0.0,False
26,1,2021,0,0.0,False
26,1,2021,1,0.0,False
26,1,2021,2,0.0,False
26,1,2021,3,0.0,False
26,1,2021,4,0.15000000000000002,False
26,1,2021,5,0.0,False
26,1,2021,6,0.0,False
26,1,2021,7,0.0,False
26,1,2021,8,0.0,False
26,1,2021,9,0.0,False
26,1,2021,10,0.0,False
26,1,2021,11,0.0,False
26,1,2021,12,0.0,False
26,1,2021,13,0.0,False
26,1,2021,14,0.0,False
26,1,2021,15,0.0,False
26,1,2021,16,0.0,False
26,1,2021,17,0.0,False
26,1,2021,18,0.0,False
26,1,2021,19,0.0,False
26,1,2021,20,0.0,False
26,1,2021,21,0.0,False
26,1,2021,22,0.0,False
26,1,2021,23,0.0,False
27,1,2021,0,0.0,False
27,1,2021,1,0.0,False
27,1,2021,2,0.0,False
27,1,2021,3,0.0,False
27,1,2021,4,0.0,False
27,1,2021,5,0.0,False
27,1,2021,6,0.0,False
27,1,2021,7,0.0,False
27,1,2021,8,0.0,False
27,1,2021,9,0.0,False
27,1,2021,10,0.0,False
27,1,2021,11,0.0,False
27,1,2021,12,0.0,False
27,1,2021,13,0.0,False
27,1,2021,14,0.0,False
27,1,2021,15,0.0,False
27,1,2021,16,0.0,False
27,1,2021,17,0.0,False
27,1,2021,18,0.0,False
27,1,2021,19,0.0,False
27,1,2021,20,0.0,False
27,1,2021,21,0.0,False
27,1,2021,22,0.0,False
27,1,2021,23,0.0,False
28,1,2021,0,0.0,False
28,1,2021,1,0.0,False
28,1,2021,2,0.0,False
28,1,2021,3,0.0,False
28,1,2021,4,0.0,False
28,1,2021,5,0.0,False
28,1,2021,6,0.0,False
28,1,2021,7,0.0,False
28,1,2021,8,0.0,False
28,1,2021,9,0.0,False
28,1,2021,10,0.0,False
28,1,2021,11,0.0,False
28,1,2021,12,0.0,False
28,1,2021,13,0.0,False
28,1,2021,14,0.0,False
28,1,2021,15,0.0,False
28,1,2021,16,0.0,False
28,1,2021,17,0.0,False
28,1,2021,18,0.0,False
28,1,2021,19,0.0,False
28,1,2021,20,0.0,False
28,1,2021,21,0.0,False
28,1,2021,22,0.0,False
28,1,2021,23,0.0,False
29,1,2021,0,0.0,False
29,1,2021,1,0.0,False
29,1,2021,2,0.0,False
29,1,2021,3,0.0,False
29,1,2021,4,0.0,False
29,1,2021,5,0.0,False
29,1,2021,6,0.0,False
29,1,2021,7,0.0,False
29,1,2021,8,0.0,False
29,1,2021,9,0.0,False
29,1,2021,10,0.0,False
29,1,2021,11,0.0,False
29,1,2021,12,0.0,False
29,1,2021,13,0.0,False
29,1,2021,14,0.0,False
29,1,2021,15,0.0,False
29,1,2021,16,0.0,False
29,1,2021,17,0.0,False
29,1,2021,18,0.0,False
29,1,2021,19,0.0,False
29,1,2021,20,0.0,False
29,1,2021,21,0.0,False
29,1,2021,22,0.0,False
29,1,2021,23,0.0,False
30,1,2021,0,0.0,False
30,1,2021,1,0.0,False
30,1,2021,2,0.0,False
30,1,2021,3,0.0,False
30,1,2021,4,0.0,False
30,1,2021,5,0.0,False
30,1,2021,6,0.0,False
30,1,2021,7,0.0,False
